strain	virus	gisaid_epi_isl	date	region	country	division
Haiti_49210051	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	OST
Haiti_49210053	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	OST
Haiti_49210056	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	OST
Haiti_49210093	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	Centre
Haiti_49210141	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	Centre
Haiti_49210215	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	OST
Haiti_49210225	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	OST
Haiti_49210236	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	OST
Haiti_49210248	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	OST
Haiti_49210272	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	OST
Haiti_49210293	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	OST
Haiti_49220034	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	SDE
Haiti_49230050	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	GRA
Haiti_49230076	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	NRO
Haiti_49230079	betacoronavirus	NA	2020-05-20	Caribbean	Haiti	NRO
Haiti_49210153	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	GRA
Haiti_49210201	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	OST
Haiti_49230126	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	NRO
Haiti_49210168	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	GRA
Haiti_49200334	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	OST
Haiti_49200328	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	OST
Haiti_49200331	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	OST
Haiti_49210148	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	GRA
Haiti_49210160	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	GRA
Haiti_49210166	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	GRA
Haiti_49210173	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	SUD
Haiti_49210178	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	SUD
Haiti_49210195	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	SUD
Haiti_49210196	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	SUD
Haiti_49210206	betacoronavirus	NA	2020-05-19	Caribbean	Haiti	OST
Haiti_49210192	betacoronavirus	NA	2020-05-18	Caribbean	Haiti	SUD
Haiti_49200342	betacoronavirus	NA	2020-05-18	Caribbean	Haiti	Nippes
Haiti_49210189	betacoronavirus	NA	2020-05-17	Caribbean	Haiti	SUD
Haiti_49150059	betacoronavirus	NA	2020-05-15	Caribbean	Haiti	OST
Haiti_49160069	betacoronavirus	NA	2020-05-15	Caribbean	Haiti	OST
Haiti_49160082	betacoronavirus	NA	2020-05-15	Caribbean	Haiti	OST
Haiti_49150074	betacoronavirus	NA	2020-05-15	Caribbean	Haiti	OST
Haiti_49150058	betacoronavirus	NA	2020-05-15	Caribbean	Haiti	OST
Haiti_49160078	betacoronavirus	NA	2020-05-15	Caribbean	Haiti	OST
Haiti_49160067	betacoronavirus	NA	2020-05-15	Caribbean	Haiti	OST
Haiti_49160075	betacoronavirus	NA	2020-05-15	Caribbean	Haiti	OST
Haiti_49130130	betacoronavirus	NA	2020-05-13	Caribbean	Haiti	OST
Haiti_49130153	betacoronavirus	NA	2020-05-13	Caribbean	Haiti	OST
Haiti_49130151	betacoronavirus	NA	2020-05-13	Caribbean	Haiti	OST
Haiti_49150057	betacoronavirus	NA	2020-05-13	Caribbean	Haiti	OST
Haiti_49130041	betacoronavirus	NA	2020-05-12	Caribbean	Haiti	OST
Haiti_49160013	betacoronavirus	NA	2020-05-12	Caribbean	Haiti	Nord
Haiti_49160031	betacoronavirus	NA	2020-05-12	Caribbean	Haiti	Nord
Haiti_49130082	betacoronavirus	NA	2020-05-10	Caribbean	Haiti	Artibonite
Haiti_47210002	betacoronavirus	NA	2020-03-21	Caribbean	Haiti	Sud Est
Haiti_47190075	betacoronavirus	NA	2020-03-18	Caribbean	Haiti	Artibonite
Haiti_47180229	betacoronavirus	NA	2020-03-18	Caribbean	Haiti	Ouest
hCoV-19/Jamaica/un-CDC-3088781-001/2020	betacoronavirus	EPI_ISL_450799	2020-03-17	Caribbean	Jamaica	NA
hCoV-19/Jamaica/un-CDC-3088778-001/2020	betacoronavirus	EPI_ISL_450796	2020-03-16	Caribbean	Jamaica	NA
hCoV-19/Jamaica/un-CDC-3088779-001/2020	betacoronavirus	EPI_ISL_450797	2020-03-16	Caribbean	Jamaica	NA
hCoV-19/Jamaica/un-CDC-3088780-001/2020	betacoronavirus	EPI_ISL_450798	2020-03-16	Caribbean	Jamaica	NA
hCoV-19/Jamaica/un-CDC-3088777-001/2020	betacoronavirus	EPI_ISL_450795	2020-03-14	Caribbean	Jamaica	NA
hCoV-19/Jamaica/un-CDC-3088776-001/2020	betacoronavirus	EPI_ISL_450794	2020-03-11	Caribbean	Jamaica	NA
hCoV-19/Jamaica/un-CDC-3088775-001/2020	betacoronavirus	EPI_ISL_450792	2020-03-11	Caribbean	Jamaica	NA
hCoV-19/Jamaica/un-CDC-3088774-001/2020	betacoronavirus	EPI_ISL_450793	2020-03-09	Caribbean	Jamaica	NA
hCoV-19/Mexico/BCN-ALSR-8353/2020	betacoronavirus	EPI_ISL_1531818	2020-06-18	North America	Mexico	Baja California
hCoV-19/Mexico/BCN-ALSR-3634/2020	betacoronavirus	EPI_ISL_636118	2020-05-27	North America	Mexico	Baja California
hCoV-19/Mexico/BCN-SEARCH-102990/2020	betacoronavirus	EPI_ISL_2835462	2020-05-23	North America	Mexico	Baja California
hCoV-19/Mexico/BCN-SEARCH-102992/2020	betacoronavirus	EPI_ISL_2835463	2020-05-23	North America	Mexico	Baja California
hCoV-19/Mexico/BCN-SEARCH-102985/2020	betacoronavirus	EPI_ISL_2835457	2020-05-23	North America	Mexico	Baja California
hCoV-19/Mexico/BCN-SEARCH-102955/2020	betacoronavirus	EPI_ISL_2835432	2020-05-20	North America	Mexico	Baja California
hCoV-19/Mexico/BCN-SEARCH-102950/2020	betacoronavirus	EPI_ISL_2835427	2020-05-19	North America	Mexico	Baja California
hCoV-19/Mexico/BCN-SEARCH-102924/2020	betacoronavirus	EPI_ISL_2835404	2020-05-19	North America	Mexico	Baja California
hCoV-19/Mexico/BCN-ALSR-8349/2020	betacoronavirus	EPI_ISL_1531815	2020-05-16	North America	Mexico	Baja California
hCoV-19/Mexico/BCN-SEARCH-102877/2020	betacoronavirus	EPI_ISL_2835357	2020-05-14	North America	Mexico	Baja California
hCoV-19/Mexico/BCN-ALSR-1474/2020	betacoronavirus	EPI_ISL_496343	2020-04-28	North America	Mexico	Baja California
hCoV-19/Mexico/BCN-SEARCH-102790/2020	betacoronavirus	EPI_ISL_2835273	2020-04-14	North America	Mexico	Baja California
hCoV-19/Mexico/BCN-SEARCH-102602/2020	betacoronavirus	EPI_ISL_2712669	2020-04-13	North America	Mexico	Baja California
hCoV-19/Mexico/BCS-IBT-IMSS-509/2020	betacoronavirus	EPI_ISL_1301597	2020-05-18	North America	Mexico	Baja California Sur
hCoV-19/Mexico/CHH-InDRE-43/2020	betacoronavirus	EPI_ISL_516613	2020-06-26	North America	Mexico	Chihuahua
hCoV-19/Mexico/CMX-105/2020	betacoronavirus	EPI_ISL_12712827	2020-06-16	North America	Mexico	Ciudad de Mexico
hCoV-19/Mexico/CMX-90/2020	betacoronavirus	EPI_ISL_12601648	2020-05-28	North America	Mexico	Ciudad de Mexico
hCoV-19/Mexico/COL-InDRE-IBT-39994-NC/2020	betacoronavirus	EPI_ISL_3463555	2020-06-25	North America	Mexico	Colima
hCoV-19/Mexico/CMX-INER-IBT-1108/2020	betacoronavirus	EPI_ISL_6316853	2020-06-26	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INMEGEN-04-07-14/2020	betacoronavirus	EPI_ISL_4219935	2020-06-25	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-0149/2020	betacoronavirus	EPI_ISL_837745	2020-06-24	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INMEGEN-04-07-90/2020	betacoronavirus	EPI_ISL_4220011	2020-06-24	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INMEGEN-04-07-93/2020	betacoronavirus	EPI_ISL_4220014	2020-06-24	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-IBT-1097/2020	betacoronavirus	EPI_ISL_6316632	2020-06-22	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-IBT-1098/2020	betacoronavirus	EPI_ISL_6316633	2020-06-22	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-IBT-1088/2020	betacoronavirus	EPI_ISL_6316624	2020-06-17	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-0137/2020	betacoronavirus	EPI_ISL_837734	2020-06-10	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INMEGEN-04-05-149/2020	betacoronavirus	EPI_ISL_4219884	2020-06-10	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INMEGEN-04-07-37/2020	betacoronavirus	EPI_ISL_4219958	2020-06-09	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INMEGEN-04-07-29/2020	betacoronavirus	EPI_ISL_4219950	2020-06-05	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-0131/2020	betacoronavirus	EPI_ISL_837728	2020-06-04	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INMEGEN-04-05-108/2020	betacoronavirus	EPI_ISL_4219844	2020-06-04	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INMEGEN-04-05-179/2020	betacoronavirus	EPI_ISL_4219913	2020-06-04	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-0117/2020	betacoronavirus	EPI_ISL_837714	2020-05-27	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-0116/2020	betacoronavirus	EPI_ISL_843191	2020-05-27	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INMEGEN-04-05-115/2020	betacoronavirus	EPI_ISL_4219851	2020-05-26	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INMEGEN-04-05-123/2020	betacoronavirus	EPI_ISL_4219859	2020-05-26	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INMEGEN-02-10-17-GRO/2020	betacoronavirus	EPI_ISL_1158060	2020-05-14	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-IBT-50/2020	betacoronavirus	EPI_ISL_1301545	2020-05-14	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-0094/2020	betacoronavirus	EPI_ISL_837692	2020-05-11	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-0093/2020	betacoronavirus	EPI_ISL_837691	2020-05-10	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-IBT-34/2020	betacoronavirus	EPI_ISL_1301721	2020-05-05	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-IBT-0960/2020	betacoronavirus	EPI_ISL_5196729	2020-04-23	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-IBT-0959/2020	betacoronavirus	EPI_ISL_5196728	2020-04-21	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-98/2020	betacoronavirus	EPI_ISL_12805177	2020-04-20	North America	Mexico	Mexico City
hCoV-19/Mexico/CMX-INER-03/2020	betacoronavirus	EPI_ISL_424625	2020-03-13	North America	Mexico	Mexico City
hCoV-19/Mexico/NLE-UANL-017/2020	betacoronavirus	EPI_ISL_779181	2020-06-17	North America	Mexico	Nuevo Leon
hCoV-19/Mexico/NLE-UANL-071/2020	betacoronavirus	EPI_ISL_961787	2020-06-03	North America	Mexico	Nuevo Leon
hCoV-19/Mexico/NLE-UANL-068/2020	betacoronavirus	EPI_ISL_961788	2020-05-25	North America	Mexico	Nuevo Leon
hCoV-19/Mexico/NLE-UANL-2098/2020	betacoronavirus	EPI_ISL_648602	2020-05-23	North America	Mexico	Nuevo Leon
hCoV-19/Mexico/PUE-IBT-IMSS-466/2020	betacoronavirus	EPI_ISL_1301649	2020-04-25	North America	Mexico	Puebla
hCoV-19/Mexico/SON-InDRE-IBT-106/2020	betacoronavirus	EPI_ISL_1301513	2020-05-25	North America	Mexico	Sonora
hCoV-19/Mexico/SON-InDRE-99/2020	betacoronavirus	EPI_ISL_872089	2020-04-01	North America	Mexico	Sonora
hCoV-19/Mexico/VER-InDRE-104/2020	betacoronavirus	EPI_ISL_872097	2020-04-24	North America	Mexico	Veracruz
hCoV-19/Nicaragua/MAN-6788_20/2020	betacoronavirus	EPI_ISL_9160002	2020-06-29	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-11602/2020	betacoronavirus	EPI_ISL_9159669	2020-06-23	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-11605/2020	betacoronavirus	EPI_ISL_9159670	2020-06-23	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-11607/2020	betacoronavirus	EPI_ISL_9159671	2020-06-23	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-11268/2020	betacoronavirus	EPI_ISL_9159667	2020-06-21	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-4913_01_SR2/2020	betacoronavirus	EPI_ISL_9159929	2020-06-20	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-10875_01_SR1/2020	betacoronavirus	EPI_ISL_9159636	2020-06-19	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-10432/2020	betacoronavirus	EPI_ISL_9159624	2020-06-17	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-10433/2020	betacoronavirus	EPI_ISL_9159626	2020-06-17	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-9985/2020	betacoronavirus	EPI_ISL_9160103	2020-06-15	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-9217/2020	betacoronavirus	EPI_ISL_9160095	2020-06-11	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-9255/2020	betacoronavirus	EPI_ISL_9160096	2020-06-11	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-9100/2020	betacoronavirus	EPI_ISL_9160092	2020-06-10	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-9105/2020	betacoronavirus	EPI_ISL_9160093	2020-06-10	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-10917_02/2020	betacoronavirus	EPI_ISL_9159637	2020-06-09	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-8372/2020	betacoronavirus	EPI_ISL_9160080	2020-06-05	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-8401/2020	betacoronavirus	EPI_ISL_9160081	2020-06-05	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-8351/2020	betacoronavirus	EPI_ISL_9160079	2020-06-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-7897/2020	betacoronavirus	EPI_ISL_9160063	2020-06-02	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-7916/2020	betacoronavirus	EPI_ISL_9160066	2020-06-02	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2964/2020	betacoronavirus	EPI_ISL_9159874	2020-05-07	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2978/2020	betacoronavirus	EPI_ISL_9159875	2020-05-07	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2992/2020	betacoronavirus	EPI_ISL_9159876	2020-05-07	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-3014/2020	betacoronavirus	EPI_ISL_9159878	2020-05-07	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2283/2020	betacoronavirus	EPI_ISL_10281011	2020-05-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2235/2020	betacoronavirus	EPI_ISL_9159851	2020-05-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2245/2020	betacoronavirus	EPI_ISL_9159852	2020-05-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2254/2020	betacoronavirus	EPI_ISL_9159853	2020-05-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2280/2020	betacoronavirus	EPI_ISL_9159854	2020-05-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2294/2020	betacoronavirus	EPI_ISL_9159855	2020-05-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2299/2020	betacoronavirus	EPI_ISL_9159856	2020-05-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2300/2020	betacoronavirus	EPI_ISL_9159857	2020-05-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2305/2020	betacoronavirus	EPI_ISL_9159858	2020-05-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2308/2020	betacoronavirus	EPI_ISL_9159859	2020-05-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2316/2020	betacoronavirus	EPI_ISL_9159860	2020-05-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2317/2020	betacoronavirus	EPI_ISL_9159861	2020-05-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-2321/2020	betacoronavirus	EPI_ISL_9159862	2020-05-04	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-1640/2020	betacoronavirus	EPI_ISL_9159841	2020-04-27	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-1642/2020	betacoronavirus	EPI_ISL_9159842	2020-04-27	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-1644/2020	betacoronavirus	EPI_ISL_9159843	2020-04-27	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-1300/2020	betacoronavirus	EPI_ISL_9159768	2020-04-21	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-1313/2020	betacoronavirus	EPI_ISL_9159779	2020-04-21	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-1333/2020	betacoronavirus	EPI_ISL_9159798	2020-04-21	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-897/2020	betacoronavirus	EPI_ISL_9160089	2020-04-15	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-869/2020	betacoronavirus	EPI_ISL_9160083	2020-04-14	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-881/2020	betacoronavirus	EPI_ISL_9160085	2020-04-14	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-882/2020	betacoronavirus	EPI_ISL_9160086	2020-04-14	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-591/2020	betacoronavirus	EPI_ISL_9159966	2020-04-11	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-317/2020	betacoronavirus	EPI_ISL_9159879	2020-04-08	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-249/2020	betacoronavirus	EPI_ISL_9159865	2020-04-03	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-212/2020	betacoronavirus	EPI_ISL_9159848	2020-03-31	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-214/2020	betacoronavirus	EPI_ISL_9159849	2020-03-31	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-180/2020	betacoronavirus	EPI_ISL_9159845	2020-03-30	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-200/2020	betacoronavirus	EPI_ISL_9159847	2020-03-30	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-163/2020	betacoronavirus	EPI_ISL_9159840	2020-03-27	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-158/2020	betacoronavirus	EPI_ISL_9159839	2020-03-26	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-100/2020	betacoronavirus	EPI_ISL_9159586	2020-03-25	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-140/2020	betacoronavirus	EPI_ISL_9159836	2020-03-25	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-88/2020	betacoronavirus	EPI_ISL_9160084	2020-03-25	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-89/2020	betacoronavirus	EPI_ISL_9160088	2020-03-25	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-133/2020	betacoronavirus	EPI_ISL_9159790	2020-03-24	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-134/2020	betacoronavirus	EPI_ISL_9159809	2020-03-24	Central America	Nicaragua	NA
hCoV-19/Nicaragua/MAN-121/2020	betacoronavirus	EPI_ISL_9159722	2020-03-23	Central America	Nicaragua	NA
hCoV-19/Panama/332629/2020	betacoronavirus	EPI_ISL_496715	2020-03-24	Central America	Panama	Chiriqui
hCoV-19/Panama/GMI-PA345048/2020	betacoronavirus	EPI_ISL_1225352	2020-04-20	Central America	Panama	Cocle
hCoV-19/Panama/2798-GMI/2020	betacoronavirus	EPI_ISL_13104972	2020-06-25	Central America	Panama	Darien
hCoV-19/Panama/GMI-PA369149/2020	betacoronavirus	EPI_ISL_1225444	2020-05-28	Central America	Panama	Guna Yala
hCoV-19/Panama/GMI-PA369146/2020	betacoronavirus	EPI_ISL_1225441	2020-05-28	Central America	Panama	Guna Yala
hCoV-19/Panama/GMI-PA333646/2020	betacoronavirus	EPI_ISL_1502821	2020-03-27	Central America	Panama	Metropolitana
hCoV-19/Panama/336897/2020	betacoronavirus	EPI_ISL_496854	2020-06-04	Central America	Panama	Panama Center
hCoV-19/Panama/GMI-PA350303/2020	betacoronavirus	EPI_ISL_1225373	2020-04-28	Central America	Panama	Panama Center
hCoV-19/Panama/338393/2020	betacoronavirus	EPI_ISL_496868	2020-04-09	Central America	Panama	Panama Center
hCoV-19/Panama/332822/2020	betacoronavirus	EPI_ISL_496725	2020-03-25	Central America	Panama	Panama Center
hCoV-19/Panama/331336/2020	betacoronavirus	EPI_ISL_496683	2020-03-20	Central America	Panama	Panama Center
hCoV-19/Panama/332298/2020	betacoronavirus	EPI_ISL_496708	2020-03-20	Central America	Panama	Panama Center
hCoV-19/Panama/329862/2020	betacoronavirus	EPI_ISL_496651	2020-03-14	Central America	Panama	Panama Center
hCoV-19/Panama/328723/2020	betacoronavirus	EPI_ISL_496609	2020-02-17	Central America	Panama	Panama Center
hCoV-19/Panama/GMI-PA376271/2020	betacoronavirus	EPI_ISL_1001457	2020-06-07	Central America	Panama	Panama City
hCoV-19/Panama/GMI-PA334017/2020	betacoronavirus	EPI_ISL_1502822	2020-03-28	Central America	Panama	Panama Oeste
hCoV-19/Panama/329718/2020	betacoronavirus	EPI_ISL_496645	2020-03-15	Central America	Panama	Panama West
hCoV-19/Panama/330795/2020	betacoronavirus	EPI_ISL_496675	2020-03-14	Central America	Panama	Panama West
hCoV-19/Panama/GMI-PA354440/2020	betacoronavirus	EPI_ISL_1225384	2020-05-04	Central America	Panama	San Miguelito
hCoV-19/Panama/GMI-PA1873/2020	betacoronavirus	EPI_ISL_1502851	2020-05-19	Central America	Panama	Veraguas
hCoV-19/Paraguay/33618/2020	betacoronavirus	EPI_ISL_1340761	2020-06-24	South America	Paraguay	NA
hCoV-19/Paraguay/33616/2020	betacoronavirus	EPI_ISL_1340762	2020-06-22	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A643/2020	betacoronavirus	EPI_ISL_6944537	2020-06-19	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A628/2020	betacoronavirus	EPI_ISL_6944522	2020-06-05	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A615/2020	betacoronavirus	EPI_ISL_6944550	2020-05-27	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A969/2020	betacoronavirus	EPI_ISL_6944643	2020-05-27	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A607/2020	betacoronavirus	EPI_ISL_6944512	2020-05-23	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A660/2020	betacoronavirus	EPI_ISL_6944511	2020-05-22	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A627/2020	betacoronavirus	EPI_ISL_6944548	2020-05-07	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A644/2020	betacoronavirus	EPI_ISL_6944554	2020-05-07	South America	Paraguay	NA
hCoV-19/Paraguay/33615/2020	betacoronavirus	EPI_ISL_1340764	2020-05-05	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A652/2020	betacoronavirus	EPI_ISL_6944547	2020-04-29	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A971/2020	betacoronavirus	EPI_ISL_6944642	2020-04-29	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A608/2020	betacoronavirus	EPI_ISL_6944555	2020-04-12	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A659/2020	betacoronavirus	EPI_ISL_6944549	2020-04-09	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A972/2020	betacoronavirus	EPI_ISL_6944639	2020-03-31	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A616/2020	betacoronavirus	EPI_ISL_6944544	2020-03-26	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A609/2020	betacoronavirus	EPI_ISL_6944503	2020-03-22	South America	Paraguay	NA
hCoV-19/Paraguay/WOR12903A600/2020	betacoronavirus	EPI_ISL_6944538	2020-03-08	South America	Paraguay	NA
hCoV-19/Peru/ANC-UPCH-0043/2020	betacoronavirus	EPI_ISL_529078	2020-06-17	South America	Peru	Ancash
hCoV-19/Peru/ANC-UPCH-0107/2020	betacoronavirus	EPI_ISL_540985	2020-06-17	South America	Peru	Ancash
hCoV-19/Peru/ANC-INS-8419/2020	betacoronavirus	EPI_ISL_5934918	2020-06-16	South America	Peru	Ancash
hCoV-19/Peru/ANC-INS-266/2020	betacoronavirus	EPI_ISL_1093178	2020-05-24	South America	Peru	Ancash
hCoV-19/Peru/ANC-INS-625/2020	betacoronavirus	EPI_ISL_1111085	2020-05-18	South America	Peru	Ancash
hCoV-19/Peru/ANC-INS-624/2020	betacoronavirus	EPI_ISL_1111084	2020-05-18	South America	Peru	Ancash
hCoV-19/Peru/ANC-INS-623/2020	betacoronavirus	EPI_ISL_1111083	2020-05-18	South America	Peru	Ancash
hCoV-19/Peru/ANC-INS-051/2020	betacoronavirus	EPI_ISL_516685	2020-04-12	South America	Peru	Ancash
hCoV-19/Peru/ANC-INS-049/2020	betacoronavirus	EPI_ISL_516653	2020-04-10	South America	Peru	Ancash
hCoV-19/Peru/ANC-INS-620/2020	betacoronavirus	EPI_ISL_1111080	2020-03-31	South America	Peru	Ancash
hCoV-19/Peru/ARE-INS-076/2020	betacoronavirus	EPI_ISL_527789	2020-04-13	South America	Peru	Arequipa
hCoV-19/Peru/ARE-INS-631/2020	betacoronavirus	EPI_ISL_1111091	2020-03-31	South America	Peru	Arequipa
hCoV-19/Peru/ARE-INS-629/2020	betacoronavirus	EPI_ISL_1111089	2020-03-29	South America	Peru	Arequipa
hCoV-19/Peru/ARE-INS-637/2020	betacoronavirus	EPI_ISL_1111097	2020-03-28	South America	Peru	Arequipa
hCoV-19/Peru/ARE-INS-634/2020	betacoronavirus	EPI_ISL_1111094	2020-03-28	South America	Peru	Arequipa
hCoV-19/Peru/ARE-INS-636/2020	betacoronavirus	EPI_ISL_1111096	2020-03-27	South America	Peru	Arequipa
hCoV-19/Peru/ARE-INS-633/2020	betacoronavirus	EPI_ISL_1111093	2020-03-21	South America	Peru	Arequipa
